time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1531852436,3.5,6.1,6.82,-0.0625,0.375,-0.3125,353.375,20.5,-42.1875,0.04,0,8,36,77,50,3,0,200,96,105,4,0,58,195,122,5,0,9,0,2,back
1531852437,3.48,6.12,6.85,-0.125,0.0625,-0.125,353.375,20.5,-42.1875,0.04,0,10,31,70,63,0,0,249,140,128,9,0,62,189,119,5,0,13,0,2,back
1531852437,3.46,6.15,6.82,0.125,0.125,-0.0625,353.375,20.5,-42.1875,0.05,0,10,31,71,41,1,2,201,109,97,4,0,60,191,124,4,0,8,0,2,back
1531852438,3.46,6.17,6.71,0,-0.125,0,353.375,20.5,-42.1875,0.05,0,11,23,67,38,2,3,177,96,89,1,0,61,188,125,5,0,8,1,3,back
1531852439,3.46,6.16,6.77,0.1875,-0.125,0,353.375,20.5,-42.1875,0.04,0,10,31,72,42,1,2,205,110,99,4,0,60,191,126,5,0,9,1,2,back
1531852439,3.43,6.12,6.84,-0.0625,0.125,0.125,353.375,20.5,-42.1875,0.04,0,11,32,72,42,2,1,208,110,100,5,0,63,192,126,4,0,9,1,2,back
1531852440,3.44,6.15,6.85,-0.1875,0.125,-0.125,353.375,20.5,-42.1875,0.04,0,11,32,73,41,2,2,203,86,92,3,1,56,185,118,3,0,6,2,3,back
1531852441,3.45,6.15,6.85,-0.125,0,0,353.375,20.5,-42.1875,0.05,0,11,51,60,31,0,0,217,100,105,5,0,64,192,127,5,0,9,1,2,back
1531852441,3.42,6.18,6.7,0.0625,0.125,-0.0625,353.375,20.5,-42.1875,0.05,0,11,33,74,43,1,1,210,115,109,2,0,67,187,142,5,0,7,0,2,back
1531852442,3.43,6.14,6.76,-0.125,0.125,0.125,353.375,20.5,-42.1875,0.04,0,13,32,73,45,1,3,209,113,101,5,0,64,191,128,5,0,8,1,2,back
1531852443,3.44,6.14,6.81,0.0625,0.125,0,353.375,20.5,-42.1875,0.04,0,11,34,74,44,2,4,195,101,94,4,0,63,186,131,4,0,9,2,3,back
1531852443,3.42,6.14,6.83,-0.0625,0,0.125,353.375,20.5,-42.1875,0.04,0,9,33,74,43,1,2,212,115,103,4,0,67,190,128,5,0,9,0,2,back
1531852444,3.4,6.15,6.84,0.1875,0.0625,0,353.375,20.5,-42.1875,0.05,0,12,53,90,47,0,9,226,128,118,4,5,64,202,128,5,0,9,2,2,back
1531852445,3.46,6.16,6.81,0.125,0.125,-0.0625,353.375,20.5,-42.1875,0.04,0,10,33,78,45,2,1,215,117,105,5,0,67,190,132,5,0,8,1,2,back
1531852445,3.39,6.13,6.74,-0.0625,0.25,0.0625,353.375,20.5,-42.1875,0.04,0,10,34,80,53,3,1,243,109,102,7,1,61,195,130,1,0,8,0,2,back
1531852446,3.44,6.17,6.81,0.0625,-0.125,0.125,353.375,20.5,-42.1875,0.05,0,12,23,64,33,1,3,199,93,104,5,0,64,189,128,5,0,7,3,3,back
1531852447,3.41,6.16,6.85,-0.0625,0,0.0625,353.375,20.5,-42.1875,0.04,0,7,24,68,50,0,7,223,133,94,6,4,76,192,143,5,0,9,1,3,back
1531852447,3.42,6.14,6.85,-0.125,0,0,353.375,20.5,-42.1875,0.04,0,10,33,79,46,2,2,216,118,107,6,0,69,190,128,6,0,9,1,9,back
1531852448,3.42,6.15,6.84,-0.25,0,-0.125,353.375,20.5,-42.1875,0.04,0,11,34,81,45,2,1,218,119,107,5,0,71,191,128,5,0,9,0,0,back
1531852449,3.39,6.16,6.8,0.25,0.0625,0.0625,353.375,20.5,-42.1875,0.04,0,10,35,80,49,8,3,233,140,118,4,0,69,202,126,4,0,9,0,2,back
1531852449,3.42,6.17,6.75,-0.0625,0,0,353.375,20.5,-42.1875,0.05,0,10,34,76,31,0,9,250,99,90,5,1,72,188,129,5,0,8,1,3,back
1531852455,3.41,6.15,6.8,0,0,0,353.375,20.5,-42.1875,0.05,0,11,28,105,38,0,9,223,128,111,4,0,70,189,129,5,0,9,0,3,left
1531852455,3.41,6.14,6.8,0.125,-0.125,0.125,353.375,20.5,-42.1875,0.04,0,10,35,79,49,2,2,220,121,111,5,0,70,191,131,5,0,9,4,4,left
1531852455,3.43,6.17,6.86,0,0.0625,0,353.375,20.5,-42.1875,0.04,0,11,37,83,31,0,10,218,97,132,5,2,68,186,135,4,0,11,0,2,left
1531852455,4.24,6.2,7.41,-7.625,-23.75,18,352.6875,23.5,-42.1875,0.05,0,8,13,68,34,1,1,162,83,77,0,0,41,122,77,3,0,7,0,3,left
1531852455,5.54,3.46,6.74,3.375,-3.5,-1.6875,350.0625,34.3125,-24.0625,0.05,0,8,2,11,6,0,0,86,23,30,0,0,4,47,23,0,0,8,0,2,left
1531852455,4.34,5.67,7.2,29.75,33.75,-9.5,348.5,26.1875,-38.1875,0.04,0,10,16,31,14,2,1,85,13,58,0,0,79,45,60,1,0,9,0,8,left
1531852455,3.58,6.56,7.65,31.3125,-36.3125,0.3125,349.375,22.5625,-39.0625,0.05,0,9,16,28,18,0,0,101,30,54,0,1,13,95,53,1,0,9,0,2,left
